FID,SAMPLINGFEATURENO,SAMPLINGFEATURENAME,SAMPLINGFEATURETYPE,SAMPLENO,SAMPLENAME,SAMPLETYPE,PROPERTY,REMANENTMAGNETISATION,UNITOFMEASURE,RESULTQUALIFIER,MAGNETISATIONUNCERTAINTY,UNCERTAINTYUOM,UNCERTAINTYTYPE,ANGULARUNCERTAINTY,ANGULARUNCERTAINTYUOM,ANGULARUNCERTAINTYTYPE,RAWINCLINATION,RAWINCLINATIONUOM,RAWDECLINATION,RAWDECLINATIONUOM,INCLINATION,INCLINATIONUOM,DECLINATION,DECLINATIONUOM,DEMAGFIELD,DEMAGFIELDUOM,DEMAGTEMPERATURE,DEMAGTEMPERATUREUOM,DEMAGPRESSURE,DEMAGPRESSUREUOM,STRATIGRAPHICUNITNAME,PROVINCENAME,MATERIALCLASS,LITHOLOGYGROUP,LITHOLOGY,SAMPLE_LONGITUDE,SAMPLE_LATITUDE,SAMPLE_ELEVATION,BOREHOLECOLLARLONGITUDE,BOREHOLECOLLARLATITUDE,BOREHOLECOLLARELEVATION,BOREHOLEINTERVALBEGIN_M,BOREHOLEINTERVALEND_M,SAMPLEAZIMUTH,SAMPLEPLUNGE,SAMPLEHADE,SAMPLINGDATE,LOCATIONACCURACY_M,LOCATIONMETHOD,SAMPLEORIGINATOR,SAMPLINGLOCATIONREMARK,PROCESSTYPE,METHOD,INSTRUMENT,ANALYSISDATETIME,ANALYSISORIGINATOR,ANALYSISLOCATIONREMARK,NUMERICALCONFIDENCE,METADATAQUALITY,SUMMARYCONFIDENCE,SOURCETYPE,SOURCE,RESULTID,GEOM,PROJECT
remanent_magnetisation.146141,520364,WJD 1,borehole,2153038,1978558,core diamond,remanent magnetisation,0.334544,milliampere per metre,single measurement - whole sample,,,unknown,,,,-61.04,degree,125.82,degree,,,,,150,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,568.22,568.39,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146342,520364,WJD 1,borehole,2153044,1978564,core diamond,remanent magnetisation,40.519892,milliampere per metre,single measurement - whole sample,,,unknown,,,,79.96,degree,130.78,degree,,,,,150,millitesla,22,degree Celsius,1,atmosphere,Pandurra Formation,Cariewerloo Basin,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,813,813.25,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146106,520364,WJD 1,borehole,2153037,1978557,core diamond,remanent magnetisation,0.478702,milliampere per metre,single measurement - whole sample,,,unknown,,,,69.01,degree,218.94,degree,,,,,150,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,siliciclastic sedimentary rock,siltstone,,,,136.966236,-31.065877,152,535.31,535.49,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146105,520364,WJD 1,borehole,2153037,1978557,core diamond,remanent magnetisation,0.252161,milliampere per metre,single measurement - whole sample,,,unknown,,,,59.42,degree,203.27,degree,,,,,400,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,siliciclastic sedimentary rock,siltstone,,,,136.966236,-31.065877,152,535.31,535.49,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146352,520364,WJD 1,borehole,2153045,1978565,core diamond,remanent magnetisation,5.310216,milliampere per metre,single measurement - whole sample,,,unknown,,,,-12.2,degree,26.79,degree,,,,,50,millitesla,22,degree Celsius,1,atmosphere,Gawler Range Volcanics,Olympic Copper Gold Metallogenic Province,,igneous volcanic rock,igneous rock,,,,136.966236,-31.065877,152,833.53,833.71,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146340,520364,WJD 1,borehole,2153044,1978564,core diamond,remanent magnetisation,43.273656,milliampere per metre,single measurement - whole sample,,,unknown,,,,78.2,degree,127.56,degree,,,,,50,millitesla,22,degree Celsius,1,atmosphere,Pandurra Formation,Cariewerloo Basin,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,813,813.25,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146211,520364,WJD 1,borehole,2153040,1978560,core diamond,remanent magnetisation,1.140127,milliampere per metre,single measurement - whole sample,,,unknown,,,,48.35,degree,33.09,degree,,,,,50,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,628.74,628.88,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146349,520364,WJD 1,borehole,2153044,1978564,core diamond,remanent magnetisation,90.563158,milliampere per metre,single measurement - whole sample,,,unknown,,,,35.45,degree,280.11,degree,,,,,200,millitesla,22,degree Celsius,1,atmosphere,Pandurra Formation,Cariewerloo Basin,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,813,813.25,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146213,520364,WJD 1,borehole,2153040,1978560,core diamond,remanent magnetisation,0.840847,milliampere per metre,single measurement - whole sample,,,unknown,,,,55.09,degree,31.85,degree,,,,,150,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,628.74,628.88,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146341,520364,WJD 1,borehole,2153044,1978564,core diamond,remanent magnetisation,42.519355,milliampere per metre,single measurement - whole sample,,,unknown,,,,78.02,degree,124.72,degree,,,,,100,millitesla,22,degree Celsius,1,atmosphere,Pandurra Formation,Cariewerloo Basin,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,813,813.25,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146214,520364,WJD 1,borehole,2153040,1978560,core diamond,remanent magnetisation,0.737246,milliampere per metre,single measurement - whole sample,,,unknown,,,,53.8,degree,46.31,degree,,,,,200,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,628.74,628.88,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146347,520364,WJD 1,borehole,2153044,1978564,core diamond,remanent magnetisation,87.652632,milliampere per metre,single measurement - whole sample,,,unknown,,,,35.19,degree,278.32,degree,,,,,100,millitesla,22,degree Celsius,1,atmosphere,Pandurra Formation,Cariewerloo Basin,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,813,813.25,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146356,520364,WJD 1,borehole,2153045,1978565,core diamond,remanent magnetisation,3.177189,milliampere per metre,single measurement - whole sample,,,unknown,,,,-14.49,degree,19.05,degree,,,,,300,millitesla,22,degree Celsius,1,atmosphere,Gawler Range Volcanics,Olympic Copper Gold Metallogenic Province,,igneous volcanic rock,igneous rock,,,,136.966236,-31.065877,152,833.53,833.71,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146210,520364,WJD 1,borehole,2153040,1978560,core diamond,remanent magnetisation,1.205,milliampere per metre,single measurement - whole sample,,,unknown,,,,47.91,degree,31.31,degree,,,,,0,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,628.74,628.88,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146207,520364,WJD 1,borehole,2153040,1978560,core diamond,remanent magnetisation,0.287514,milliampere per metre,single measurement - whole sample,,,unknown,,,,31.76,degree,64.96,degree,,,,,400,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,628.74,628.88,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146204,520364,WJD 1,borehole,2153040,1978560,core diamond,remanent magnetisation,0.894156,milliampere per metre,single measurement - whole sample,,,unknown,,,,60.82,degree,78.36,degree,,,,,150,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,628.74,628.88,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146203,520364,WJD 1,borehole,2153040,1978560,core diamond,remanent magnetisation,0.879959,milliampere per metre,single measurement - whole sample,,,unknown,,,,58.4,degree,91.92,degree,,,,,100,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,628.74,628.88,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146337,520364,WJD 1,borehole,2153044,1978564,core diamond,remanent magnetisation,189.726368,milliampere per metre,single measurement - whole sample,,,unknown,,,,5.44,degree,310.99,degree,,,,,150,millitesla,22,degree Celsius,1,atmosphere,Pandurra Formation,Cariewerloo Basin,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,813,813.25,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146398,520364,WJD 1,borehole,2153046,1978566,core diamond,remanent magnetisation,18.727273,milliampere per metre,single measurement - whole sample,,,unknown,,,,29.63,degree,114.47,degree,,,,,500,millitesla,22,degree Celsius,1,atmosphere,Gawler Range Volcanics,Olympic Copper Gold Metallogenic Province,,igneous volcanic rock,igneous rock,,,,136.966236,-31.065877,152,842.44,842.56,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146365,520364,WJD 1,borehole,2153045,1978565,core diamond,remanent magnetisation,4.523226,milliampere per metre,single measurement - whole sample,,,unknown,,,,-50.39,degree,300.59,degree,,,,,200,millitesla,22,degree Celsius,1,atmosphere,Gawler Range Volcanics,Olympic Copper Gold Metallogenic Province,,igneous volcanic rock,igneous rock,,,,136.966236,-31.065877,152,833.53,833.71,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146240,520364,WJD 1,borehole,2153041,1978561,core diamond,remanent magnetisation,0.901497,milliampere per metre,single measurement - whole sample,,,unknown,,,,53.73,degree,334.14,degree,,,,,150,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,689.74,689.88,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146109,520364,WJD 1,borehole,2153037,1978557,core diamond,remanent magnetisation,0.120404,milliampere per metre,single measurement - whole sample,,,unknown,,,,54.19,degree,198.93,degree,,,,,500,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,siliciclastic sedimentary rock,siltstone,,,,136.966236,-31.065877,152,535.31,535.49,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146222,520364,WJD 1,borehole,2153041,1978561,core diamond,remanent magnetisation,0.482317,milliampere per metre,single measurement - whole sample,,,unknown,,,,8.76,degree,107.23,degree,,,,,100,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,689.74,689.88,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146220,520364,WJD 1,borehole,2153041,1978561,core diamond,remanent magnetisation,0.520485,milliampere per metre,single measurement - whole sample,,,unknown,,,,23.27,degree,100.31,degree,,,,,200,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,689.74,689.88,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
